study	ref	breed	biome	X	Y	RR.total.yield	control.c	crops.c	tree.c	nutri.c	supple.c	legumes.c	rotation	gender	type	stock rate control	soil	crops.t	tree.t	nutri.t	suppe.t	legumes.t	treat.total.yield	crops	tree	nutri	suppe	legumes
27	Gomes  2008*	breeding	ATLANTIC.FOREST	-52.43333333	-23.08333333	0.41331469	CP	no	no	no	no	yes	no	f	beef	3.192200557	latossolo	no	no	yes	no	no	2.601294289	no	no	yes	no	yes
27	Gomes  2008*	breeding	ATLANTIC.FOREST	-52.43333333	-23.08333333	0.397758634	CP	no	no	no	no	yes	no	f	beef	2.490250696	latossolo	no	no	yes	no	no	2.543929528	no	no	yes	no	yes
27	Gomes  2008*	breeding	ATLANTIC.FOREST	-52.43333333	-23.08333333	0.101596596	CP	no	no	no	no	yes	no	f	beef	2.490250696	latossolo	no	no	yes	no	no	1.823789543	no	no	yes	no	yes
27	Gomes  2008*	breeding	ATLANTIC.FOREST	-52.43333333	-23.08333333	0.472170839	CP	no	no	no	no	yes	no	f	beef	2.791086351	latossolo	no	no	yes	no	no	2.437237195	no	no	yes	no	yes
28	Sales et al b 2015*	zebu	AMAZON	-67.81	-9.974722222	0.722079651	CP	no	no	no	yes	yes	no	m	beef	2.55	luvissolo	no	no	no	yes	no	5.707185714	no	no	no	yes	yes
29	Machado  2011*	breeding	ATLANTIC.FOREST	-35.1	-7.416666667	0.188976624	CP	no	no	yes	yes	no	no	f	beef	2.94	argissolo	no	no	no	no	yes	1.609362857	no	no	yes	yes	yes
29	Machado  2011*	breeding	ATLANTIC.FOREST	-35.1	-7.416666667	0.174826163	CP	no	no	yes	yes	no	no	f	beef	2.94	argissolo	no	no	no	no	yes	1.58675	no	no	yes	yes	yes
29	Machado  2011*	breeding	ATLANTIC.FOREST	-35.1	-7.416666667	0.305561781	CP	no	no	yes	yes	no	no	f	beef	2.94	argissolo	no	no	no	no	yes	1.808365714	no	no	yes	yes	yes
29	Machado  2011*	breeding	ATLANTIC.FOREST	-35.1	-7.416666667	-0.140062502	CP	no	no	yes	yes	no	no	f	beef	2.94	argissolo	no	no	no	no	yes	1.158121429	no	no	yes	yes	yes
29	Machado  2011*	breeding	ATLANTIC.FOREST	-35.1	-7.416666667	0.387306478	CP	no	no	yes	yes	no	no	f	beef	2.94	argissolo	no	no	no	no	no	1.9624	no	no	yes	yes	no
